OpportunityName,AccountName,StageName,CloseDate,Amount
Opportunity_38597,Account_38597,Closed Won,2026-11-09,55305
Opportunity_38598,Account_38598,Closed Won,2026-10-09,89535
Opportunity_38599,Account_38599,Negotiation/Review,2026-08-22,64025
Opportunity_38600,Account_38600,Qualification,2026-07-21,19541
Opportunity_38601,Account_38601,Closed Lost,2026-10-17,30617
Opportunity_38602,Account_38602,Negotiation/Review,2026-07-30,34430
Opportunity_38603,Account_38603,Proposal/Price Quote,2026-10-08,58236
Opportunity_38604,Account_38604,Closed Won,2026-06-04,69793
Opportunity_38605,Account_38605,Negotiation/Review,2026-03-15,18379
Opportunity_38606,Account_38606,Closed Lost,2026-05-26,37880
Opportunity_38607,Account_38607,Closed Won,2026-11-20,49220
Opportunity_38608,Account_38608,Qualification,2026-05-17,32683
Opportunity_38609,Account_38609,Negotiation/Review,2026-04-25,45947
Opportunity_38610,Account_38610,Closed Won,2026-10-17,45375
Opportunity_38611,Account_38611,Closed Lost,2026-08-06,59632
Opportunity_38612,Account_38612,Negotiation/Review,2026-08-10,83970
Opportunity_38613,Account_38613,Proposal/Price Quote,2026-05-27,38559
Opportunity_38614,Account_38614,Closed Lost,2026-04-30,85393
Opportunity_38615,Account_38615,Qualification,2026-07-20,39312
Opportunity_38616,Account_38616,Proposal/Price Quote,2026-04-25,38707
Opportunity_38617,Account_38617,Negotiation/Review,2026-03-26,69141
Opportunity_38618,Account_38618,Negotiation/Review,2026-07-28,42532
Opportunity_38619,Account_38619,Negotiation/Review,2026-08-17,37324
Opportunity_38620,Account_38620,Qualification,2026-02-27,51972
Opportunity_38621,Account_38621,Closed Lost,2026-01-23,47750
Opportunity_38622,Account_38622,Proposal/Price Quote,2026-04-14,26986
Opportunity_38623,Account_38623,Qualification,2026-07-24,59087
Opportunity_38624,Account_38624,Negotiation/Review,2026-07-20,71167
Opportunity_38625,Account_38625,Closed Lost,2026-05-11,84740
Opportunity_38626,Account_38626,Negotiation/Review,2026-04-06,98605
Opportunity_38627,Account_38627,Closed Lost,2026-09-22,42829
Opportunity_38628,Account_38628,Qualification,2026-10-31,48658
Opportunity_38629,Account_38629,Qualification,2026-01-13,48906
Opportunity_38630,Account_38630,Negotiation/Review,2026-10-31,44110
Opportunity_38631,Account_38631,Closed Lost,2026-05-17,6629
Opportunity_38632,Account_38632,Negotiation/Review,2026-06-15,81991
Opportunity_38633,Account_38633,Closed Won,2026-07-26,16291
Opportunity_38634,Account_38634,Negotiation/Review,2026-06-19,15947
Opportunity_38635,Account_38635,Negotiation/Review,2026-07-27,28887
Opportunity_38636,Account_38636,Closed Lost,2026-11-19,8163
Opportunity_38637,Account_38637,Closed Won,2026-04-22,65719
Opportunity_38638,Account_38638,Qualification,2026-08-11,90096
Opportunity_38639,Account_38639,Negotiation/Review,2026-06-04,34576
Opportunity_38640,Account_38640,Closed Lost,2026-04-30,24715
Opportunity_38641,Account_38641,Proposal/Price Quote,2026-09-08,12651
Opportunity_38642,Account_38642,Closed Lost,2026-10-12,81541
Opportunity_38643,Account_38643,Qualification,2026-09-20,86605
Opportunity_38644,Account_38644,Proposal/Price Quote,2026-05-04,84679
Opportunity_38645,Account_38645,Closed Won,2026-05-17,36051
Opportunity_38646,Account_38646,Proposal/Price Quote,2026-09-14,56838
Opportunity_38647,Account_38647,Closed Lost,2026-03-09,88252
Opportunity_38648,Account_38648,Negotiation/Review,2026-11-18,25880
Opportunity_38649,Account_38649,Closed Won,2026-11-23,1823
Opportunity_38650,Account_38650,Closed Lost,2026-02-19,63513
Opportunity_38651,Account_38651,Qualification,2026-09-13,86971
Opportunity_38652,Account_38652,Qualification,2026-07-28,59615
Opportunity_38653,Account_38653,Closed Lost,2026-09-24,37804
Opportunity_38654,Account_38654,Closed Won,2026-01-06,16536
Opportunity_38655,Account_38655,Negotiation/Review,2026-09-29,72093
Opportunity_38656,Account_38656,Closed Won,2026-06-16,95173
Opportunity_38657,Account_38657,Closed Won,2026-10-22,6402
Opportunity_38658,Account_38658,Negotiation/Review,2026-11-04,11310
Opportunity_38659,Account_38659,Proposal/Price Quote,2026-11-15,86782
Opportunity_38660,Account_38660,Negotiation/Review,2026-03-10,40911
Opportunity_38661,Account_38661,Proposal/Price Quote,2026-09-10,27891
Opportunity_38662,Account_38662,Negotiation/Review,2026-07-06,99620
Opportunity_38663,Account_38663,Negotiation/Review,2026-10-30,89466
Opportunity_38664,Account_38664,Proposal/Price Quote,2026-01-15,80339
Opportunity_38665,Account_38665,Qualification,2026-09-23,51291
Opportunity_38666,Account_38666,Closed Lost,2026-05-04,49189
Opportunity_38667,Account_38667,Closed Lost,2026-05-23,12444
Opportunity_38668,Account_38668,Qualification,2026-03-18,82225
Opportunity_38669,Account_38669,Closed Won,2026-01-19,61711
Opportunity_38670,Account_38670,Closed Won,2026-09-13,29095
Opportunity_38671,Account_38671,Negotiation/Review,2026-03-08,45817
Opportunity_38672,Account_38672,Proposal/Price Quote,2026-10-21,96419
Opportunity_38673,Account_38673,Negotiation/Review,2026-02-24,29460
Opportunity_38674,Account_38674,Closed Won,2026-05-18,83418
Opportunity_38675,Account_38675,Closed Lost,2026-01-20,4927
Opportunity_38676,Account_38676,Negotiation/Review,2026-11-20,48376
Opportunity_38677,Account_38677,Closed Lost,2026-09-19,19982
Opportunity_38678,Account_38678,Negotiation/Review,2026-06-30,9287
Opportunity_38679,Account_38679,Closed Lost,2026-04-25,89247
Opportunity_38680,Account_38680,Closed Won,2026-05-14,91248
Opportunity_38681,Account_38681,Closed Won,2026-03-04,8315
Opportunity_38682,Account_38682,Closed Lost,2026-01-22,50741
Opportunity_38683,Account_38683,Proposal/Price Quote,2026-02-04,16952
Opportunity_38684,Account_38684,Closed Won,2026-10-05,14017
Opportunity_38685,Account_38685,Qualification,2026-06-25,68067
Opportunity_38686,Account_38686,Negotiation/Review,2026-03-23,4350
Opportunity_38687,Account_38687,Qualification,2026-08-22,83925
Opportunity_38688,Account_38688,Closed Lost,2026-08-19,56208
Opportunity_38689,Account_38689,Qualification,2025-12-16,73066
Opportunity_38690,Account_38690,Closed Lost,2026-07-27,37652
Opportunity_38691,Account_38691,Closed Won,2025-12-18,41710
Opportunity_38692,Account_38692,Closed Won,2026-03-04,56317
Opportunity_38693,Account_38693,Closed Lost,2026-03-21,26337
Opportunity_38694,Account_38694,Proposal/Price Quote,2026-08-10,71847
Opportunity_38695,Account_38695,Proposal/Price Quote,2026-01-17,13689
Opportunity_38696,Account_38696,Qualification,2026-01-27,83940
Opportunity_38697,Account_38697,Closed Lost,2026-10-28,59705
Opportunity_38698,Account_38698,Negotiation/Review,2025-12-17,85579
Opportunity_38699,Account_38699,Closed Lost,2026-06-17,89384
Opportunity_38700,Account_38700,Negotiation/Review,2026-11-19,29564
Opportunity_38701,Account_38701,Closed Won,2026-03-07,33488
Opportunity_38702,Account_38702,Qualification,2026-03-30,7261
Opportunity_38703,Account_38703,Negotiation/Review,2026-10-30,98885
Opportunity_38704,Account_38704,Qualification,2026-10-12,72623
Opportunity_38705,Account_38705,Proposal/Price Quote,2026-09-26,47923
Opportunity_38706,Account_38706,Closed Won,2026-09-10,19078
Opportunity_38707,Account_38707,Closed Lost,2026-10-24,36014
Opportunity_38708,Account_38708,Closed Won,2026-10-09,51938
Opportunity_38709,Account_38709,Closed Won,2026-08-15,85973
Opportunity_38710,Account_38710,Qualification,2026-07-27,51505
Opportunity_38711,Account_38711,Closed Won,2026-03-26,99945
Opportunity_38712,Account_38712,Qualification,2026-09-12,15827
Opportunity_38713,Account_38713,Proposal/Price Quote,2026-11-18,38396
Opportunity_38714,Account_38714,Proposal/Price Quote,2026-02-18,21127
Opportunity_38715,Account_38715,Qualification,2026-10-04,60391
Opportunity_38716,Account_38716,Negotiation/Review,2025-12-05,75141
Opportunity_38717,Account_38717,Closed Lost,2026-02-12,51789
Opportunity_38718,Account_38718,Closed Lost,2025-12-08,20809
Opportunity_38719,Account_38719,Qualification,2026-04-22,57124
Opportunity_38720,Account_38720,Closed Won,2026-10-18,64293
Opportunity_38721,Account_38721,Proposal/Price Quote,2026-05-10,65946
Opportunity_38722,Account_38722,Closed Lost,2026-04-23,35454
Opportunity_38723,Account_38723,Qualification,2026-10-26,48944
Opportunity_38724,Account_38724,Negotiation/Review,2026-06-18,44708
Opportunity_38725,Account_38725,Negotiation/Review,2026-03-26,69134
Opportunity_38726,Account_38726,Closed Lost,2026-10-11,23727
Opportunity_38727,Account_38727,Closed Won,2026-01-18,73135
Opportunity_38728,Account_38728,Closed Lost,2026-08-11,41236
Opportunity_38729,Account_38729,Proposal/Price Quote,2026-11-11,77065
Opportunity_38730,Account_38730,Closed Won,2026-07-06,27046
Opportunity_38731,Account_38731,Closed Won,2026-01-12,22238
Opportunity_38732,Account_38732,Closed Lost,2026-08-10,4662
Opportunity_38733,Account_38733,Closed Won,2026-09-10,26375
Opportunity_38734,Account_38734,Proposal/Price Quote,2026-06-15,9614
Opportunity_38735,Account_38735,Proposal/Price Quote,2025-12-21,32217
Opportunity_38736,Account_38736,Closed Lost,2026-08-05,80967
Opportunity_38737,Account_38737,Proposal/Price Quote,2026-07-24,10450
Opportunity_38738,Account_38738,Negotiation/Review,2026-06-09,97071
Opportunity_38739,Account_38739,Closed Won,2026-11-07,86183
Opportunity_38740,Account_38740,Proposal/Price Quote,2026-09-19,17108
Opportunity_38741,Account_38741,Closed Lost,2026-06-15,7451
Opportunity_38742,Account_38742,Closed Lost,2025-12-25,23810
Opportunity_38743,Account_38743,Closed Won,2026-02-13,52060
Opportunity_38744,Account_38744,Proposal/Price Quote,2026-08-24,53390
Opportunity_38745,Account_38745,Proposal/Price Quote,2025-12-08,6849
Opportunity_38746,Account_38746,Closed Lost,2025-12-26,88849
Opportunity_38747,Account_38747,Closed Won,2026-08-11,49974
Opportunity_38748,Account_38748,Qualification,2026-10-27,43256
Opportunity_38749,Account_38749,Closed Won,2026-07-29,91080
Opportunity_38750,Account_38750,Closed Won,2026-03-02,1018
Opportunity_38751,Account_38751,Proposal/Price Quote,2026-11-13,13042
Opportunity_38752,Account_38752,Closed Lost,2026-01-30,53734
Opportunity_38753,Account_38753,Closed Lost,2026-06-10,4207
Opportunity_38754,Account_38754,Qualification,2026-08-23,2690
Opportunity_38755,Account_38755,Qualification,2026-04-11,64655
Opportunity_38756,Account_38756,Qualification,2026-03-08,92644
Opportunity_38757,Account_38757,Proposal/Price Quote,2026-09-28,45754
Opportunity_38758,Account_38758,Qualification,2026-07-15,81607
Opportunity_38759,Account_38759,Proposal/Price Quote,2026-06-13,26535
Opportunity_38760,Account_38760,Proposal/Price Quote,2026-05-04,77258
Opportunity_38761,Account_38761,Closed Lost,2026-10-26,2598
Opportunity_38762,Account_38762,Closed Lost,2026-04-29,56732
Opportunity_38763,Account_38763,Negotiation/Review,2026-10-25,69622
Opportunity_38764,Account_38764,Negotiation/Review,2026-02-17,90656
Opportunity_38765,Account_38765,Qualification,2026-11-17,63446
Opportunity_38766,Account_38766,Negotiation/Review,2026-05-01,98008
Opportunity_38767,Account_38767,Qualification,2026-08-10,70240
Opportunity_38768,Account_38768,Qualification,2026-01-29,69950
Opportunity_38769,Account_38769,Closed Won,2026-11-18,47891
Opportunity_38770,Account_38770,Proposal/Price Quote,2025-12-15,8495
Opportunity_38771,Account_38771,Closed Won,2026-07-25,46598
Opportunity_38772,Account_38772,Closed Lost,2026-04-28,81071
Opportunity_38773,Account_38773,Qualification,2025-12-29,31130
Opportunity_38774,Account_38774,Closed Lost,2026-02-21,23206
Opportunity_38775,Account_38775,Closed Lost,2026-07-19,81371
Opportunity_38776,Account_38776,Closed Lost,2026-08-29,44775
Opportunity_38777,Account_38777,Negotiation/Review,2026-01-13,55546
Opportunity_38778,Account_38778,Qualification,2026-07-15,12418
Opportunity_38779,Account_38779,Closed Won,2026-09-26,86482
Opportunity_38780,Account_38780,Closed Won,2025-12-09,67055
Opportunity_38781,Account_38781,Closed Lost,2026-04-25,9895
Opportunity_38782,Account_38782,Closed Lost,2026-10-14,53010
Opportunity_38783,Account_38783,Qualification,2026-03-29,99695
Opportunity_38784,Account_38784,Negotiation/Review,2026-01-23,95472
Opportunity_38785,Account_38785,Proposal/Price Quote,2026-03-30,59545
Opportunity_38786,Account_38786,Proposal/Price Quote,2026-05-01,88192
Opportunity_38787,Account_38787,Qualification,2026-02-07,83508
Opportunity_38788,Account_38788,Qualification,2026-05-06,47646
Opportunity_38789,Account_38789,Closed Lost,2026-03-26,36159
Opportunity_38790,Account_38790,Qualification,2026-04-04,60576
Opportunity_38791,Account_38791,Proposal/Price Quote,2026-11-26,12898
Opportunity_38792,Account_38792,Closed Won,2026-05-04,30471
Opportunity_38793,Account_38793,Closed Lost,2026-09-04,88697
Opportunity_38794,Account_38794,Proposal/Price Quote,2026-02-09,3637
Opportunity_38795,Account_38795,Negotiation/Review,2026-01-14,62791
Opportunity_38796,Account_38796,Qualification,2025-12-12,1601
Opportunity_38797,Account_38797,Closed Lost,2026-02-26,72203
Opportunity_38798,Account_38798,Closed Lost,2026-10-11,48642
Opportunity_38799,Account_38799,Proposal/Price Quote,2026-03-18,81031
Opportunity_38800,Account_38800,Closed Won,2026-07-04,32123
Opportunity_38801,Account_38801,Qualification,2026-11-10,19315
Opportunity_38802,Account_38802,Closed Lost,2025-12-23,96518
Opportunity_38803,Account_38803,Negotiation/Review,2026-11-15,23005
Opportunity_38804,Account_38804,Closed Won,2025-12-24,19917
Opportunity_38805,Account_38805,Closed Lost,2025-12-06,40117
Opportunity_38806,Account_38806,Negotiation/Review,2025-12-21,41401
Opportunity_38807,Account_38807,Closed Won,2026-10-21,3903
Opportunity_38808,Account_38808,Proposal/Price Quote,2026-10-17,29247
Opportunity_38809,Account_38809,Negotiation/Review,2026-05-12,1812
Opportunity_38810,Account_38810,Qualification,2026-07-31,52188
Opportunity_38811,Account_38811,Closed Lost,2026-04-13,16321
Opportunity_38812,Account_38812,Proposal/Price Quote,2026-11-19,34302
Opportunity_38813,Account_38813,Closed Lost,2026-03-28,38889
Opportunity_38814,Account_38814,Proposal/Price Quote,2026-10-14,37326
Opportunity_38815,Account_38815,Closed Lost,2026-01-15,64407
Opportunity_38816,Account_38816,Qualification,2026-03-04,16000
Opportunity_38817,Account_38817,Qualification,2026-01-22,13236
Opportunity_38818,Account_38818,Proposal/Price Quote,2026-09-26,39557
Opportunity_38819,Account_38819,Proposal/Price Quote,2026-04-16,7419
Opportunity_38820,Account_38820,Proposal/Price Quote,2025-12-16,7795
Opportunity_38821,Account_38821,Negotiation/Review,2026-10-20,27931
Opportunity_38822,Account_38822,Negotiation/Review,2026-05-14,93710
Opportunity_38823,Account_38823,Closed Lost,2026-05-14,39184
Opportunity_38824,Account_38824,Qualification,2026-05-16,4888
Opportunity_38825,Account_38825,Proposal/Price Quote,2026-11-21,28771
Opportunity_38826,Account_38826,Proposal/Price Quote,2026-03-01,49574
Opportunity_38827,Account_38827,Closed Lost,2025-12-21,33103
Opportunity_38828,Account_38828,Closed Won,2025-12-28,27313
Opportunity_38829,Account_38829,Proposal/Price Quote,2026-05-09,89963
Opportunity_38830,Account_38830,Qualification,2026-08-30,73866
Opportunity_38831,Account_38831,Closed Lost,2026-07-07,76191
Opportunity_38832,Account_38832,Closed Won,2026-09-16,71665
Opportunity_38833,Account_38833,Closed Won,2026-10-16,44164
Opportunity_38834,Account_38834,Qualification,2026-08-21,57843
Opportunity_38835,Account_38835,Closed Lost,2026-01-27,69193
Opportunity_38836,Account_38836,Closed Won,2026-09-30,11149
Opportunity_38837,Account_38837,Closed Won,2026-04-21,43390
Opportunity_38838,Account_38838,Qualification,2025-12-05,31076
Opportunity_38839,Account_38839,Closed Won,2026-11-10,35040
Opportunity_38840,Account_38840,Closed Lost,2026-07-31,89876
Opportunity_38841,Account_38841,Qualification,2026-07-21,78566
Opportunity_38842,Account_38842,Closed Won,2026-05-26,78244
Opportunity_38843,Account_38843,Proposal/Price Quote,2026-08-24,68019
Opportunity_38844,Account_38844,Negotiation/Review,2026-01-18,57876
Opportunity_38845,Account_38845,Proposal/Price Quote,2026-10-26,52468
Opportunity_38846,Account_38846,Qualification,2026-11-26,46018
Opportunity_38847,Account_38847,Proposal/Price Quote,2026-05-16,70119
Opportunity_38848,Account_38848,Proposal/Price Quote,2026-09-15,81567
Opportunity_38849,Account_38849,Qualification,2026-05-29,99968
Opportunity_38850,Account_38850,Proposal/Price Quote,2026-05-11,93342
Opportunity_38851,Account_38851,Closed Lost,2026-02-08,81864
Opportunity_38852,Account_38852,Proposal/Price Quote,2026-02-06,31277
Opportunity_38853,Account_38853,Proposal/Price Quote,2026-05-05,82388
Opportunity_38854,Account_38854,Closed Won,2026-08-23,90129
Opportunity_38855,Account_38855,Negotiation/Review,2026-01-09,41431
Opportunity_38856,Account_38856,Closed Lost,2026-04-04,37977
Opportunity_38857,Account_38857,Qualification,2026-04-25,69551
Opportunity_38858,Account_38858,Negotiation/Review,2026-01-31,76669
Opportunity_38859,Account_38859,Qualification,2026-05-10,93950
Opportunity_38860,Account_38860,Negotiation/Review,2026-03-16,99126
Opportunity_38861,Account_38861,Qualification,2026-02-06,11275
Opportunity_38862,Account_38862,Closed Won,2026-09-24,53847
Opportunity_38863,Account_38863,Closed Won,2026-04-15,84264
Opportunity_38864,Account_38864,Closed Won,2025-12-14,22498
Opportunity_38865,Account_38865,Qualification,2025-12-12,44941
Opportunity_38866,Account_38866,Qualification,2026-02-17,99701
Opportunity_38867,Account_38867,Proposal/Price Quote,2026-01-21,7644
Opportunity_38868,Account_38868,Proposal/Price Quote,2026-03-17,98467
Opportunity_38869,Account_38869,Qualification,2026-08-13,24555
Opportunity_38870,Account_38870,Proposal/Price Quote,2026-03-15,76239
Opportunity_38871,Account_38871,Qualification,2026-11-06,78885
Opportunity_38872,Account_38872,Closed Won,2026-09-17,70786
Opportunity_38873,Account_38873,Qualification,2026-11-08,95687
Opportunity_38874,Account_38874,Negotiation/Review,2026-08-15,86745
Opportunity_38875,Account_38875,Qualification,2026-02-25,5960
Opportunity_38876,Account_38876,Qualification,2026-07-27,77949
Opportunity_38877,Account_38877,Closed Lost,2026-08-12,68366
Opportunity_38878,Account_38878,Qualification,2026-09-21,38432
Opportunity_38879,Account_38879,Proposal/Price Quote,2026-05-28,34432
Opportunity_38880,Account_38880,Proposal/Price Quote,2026-09-25,79318
Opportunity_38881,Account_38881,Closed Lost,2026-05-14,61081
Opportunity_38882,Account_38882,Proposal/Price Quote,2026-09-09,68579
Opportunity_38883,Account_38883,Closed Won,2026-07-22,37305
Opportunity_38884,Account_38884,Proposal/Price Quote,2026-03-23,33066
Opportunity_38885,Account_38885,Closed Won,2026-08-24,34914
Opportunity_38886,Account_38886,Proposal/Price Quote,2026-10-05,2200
Opportunity_38887,Account_38887,Negotiation/Review,2026-06-16,64672
Opportunity_38888,Account_38888,Negotiation/Review,2026-06-25,51805
Opportunity_38889,Account_38889,Negotiation/Review,2026-09-15,15537
Opportunity_38890,Account_38890,Closed Won,2026-03-20,55683
Opportunity_38891,Account_38891,Proposal/Price Quote,2026-01-28,97414
Opportunity_38892,Account_38892,Proposal/Price Quote,2026-11-27,4312
Opportunity_38893,Account_38893,Closed Won,2026-05-17,63023
Opportunity_38894,Account_38894,Qualification,2026-10-19,57077
Opportunity_38895,Account_38895,Negotiation/Review,2026-09-22,73867
Opportunity_38896,Account_38896,Closed Lost,2026-05-05,55244
Opportunity_38897,Account_38897,Proposal/Price Quote,2026-07-17,7750
Opportunity_38898,Account_38898,Negotiation/Review,2026-03-01,7977
Opportunity_38899,Account_38899,Negotiation/Review,2026-10-22,46176
Opportunity_38900,Account_38900,Closed Lost,2026-11-27,7242
Opportunity_38901,Account_38901,Negotiation/Review,2026-11-09,14698
Opportunity_38902,Account_38902,Closed Lost,2026-06-28,84519
Opportunity_38903,Account_38903,Closed Won,2025-12-24,99154
Opportunity_38904,Account_38904,Closed Won,2026-07-15,34473
Opportunity_38905,Account_38905,Closed Won,2025-12-10,73217
Opportunity_38906,Account_38906,Proposal/Price Quote,2025-12-17,16140
Opportunity_38907,Account_38907,Closed Lost,2026-01-06,4771
Opportunity_38908,Account_38908,Negotiation/Review,2026-09-25,42046
Opportunity_38909,Account_38909,Closed Won,2026-03-17,8230
Opportunity_38910,Account_38910,Closed Lost,2026-10-18,56684
Opportunity_38911,Account_38911,Proposal/Price Quote,2026-01-05,36172
Opportunity_38912,Account_38912,Negotiation/Review,2026-09-30,75010
Opportunity_38913,Account_38913,Proposal/Price Quote,2026-09-23,56112
Opportunity_38914,Account_38914,Closed Won,2026-05-20,78626
Opportunity_38915,Account_38915,Qualification,2025-12-14,85451
Opportunity_38916,Account_38916,Closed Won,2026-07-05,34487
Opportunity_38917,Account_38917,Proposal/Price Quote,2026-01-07,37822
Opportunity_38918,Account_38918,Closed Won,2026-01-13,65572
Opportunity_38919,Account_38919,Closed Lost,2026-08-20,16397
Opportunity_38920,Account_38920,Negotiation/Review,2026-10-28,13398
Opportunity_38921,Account_38921,Closed Lost,2026-03-15,24500
Opportunity_38922,Account_38922,Closed Lost,2026-05-05,40734
Opportunity_38923,Account_38923,Proposal/Price Quote,2026-04-18,48235
Opportunity_38924,Account_38924,Proposal/Price Quote,2026-04-04,26367
Opportunity_38925,Account_38925,Closed Lost,2026-03-21,98049
Opportunity_38926,Account_38926,Proposal/Price Quote,2026-10-13,5108
Opportunity_38927,Account_38927,Qualification,2026-01-30,30485
Opportunity_38928,Account_38928,Proposal/Price Quote,2026-09-28,85626
Opportunity_38929,Account_38929,Negotiation/Review,2026-06-09,96030
Opportunity_38930,Account_38930,Closed Won,2026-08-09,75110
Opportunity_38931,Account_38931,Negotiation/Review,2026-01-18,13320
Opportunity_38932,Account_38932,Closed Won,2026-05-11,31634
Opportunity_38933,Account_38933,Closed Won,2026-02-13,55763
Opportunity_38934,Account_38934,Closed Won,2026-01-05,45306
Opportunity_38935,Account_38935,Closed Lost,2026-11-11,3457
Opportunity_38936,Account_38936,Proposal/Price Quote,2026-02-28,1720
Opportunity_38937,Account_38937,Proposal/Price Quote,2026-03-07,73486
Opportunity_38938,Account_38938,Qualification,2026-08-23,87397
Opportunity_38939,Account_38939,Closed Won,2026-02-27,91055
Opportunity_38940,Account_38940,Qualification,2026-09-08,83582
Opportunity_38941,Account_38941,Closed Lost,2025-12-08,7052
Opportunity_38942,Account_38942,Proposal/Price Quote,2026-07-18,26971
Opportunity_38943,Account_38943,Qualification,2026-08-17,18687
Opportunity_38944,Account_38944,Closed Lost,2025-12-15,20977
Opportunity_38945,Account_38945,Qualification,2026-05-17,35588
Opportunity_38946,Account_38946,Proposal/Price Quote,2026-01-31,49223
Opportunity_38947,Account_38947,Closed Won,2026-08-22,11589
Opportunity_38948,Account_38948,Proposal/Price Quote,2026-10-08,33384
Opportunity_38949,Account_38949,Closed Lost,2026-03-30,65007
Opportunity_38950,Account_38950,Closed Lost,2026-06-14,41114
Opportunity_38951,Account_38951,Closed Won,2026-03-10,71406
Opportunity_38952,Account_38952,Closed Won,2026-03-20,63453
Opportunity_38953,Account_38953,Closed Won,2026-10-25,94056
Opportunity_38954,Account_38954,Closed Lost,2026-03-28,91157
Opportunity_38955,Account_38955,Closed Lost,2026-08-14,87874
Opportunity_38956,Account_38956,Closed Lost,2026-09-09,53294
Opportunity_38957,Account_38957,Negotiation/Review,2026-03-26,8126
Opportunity_38958,Account_38958,Proposal/Price Quote,2026-11-14,51968
Opportunity_38959,Account_38959,Proposal/Price Quote,2026-09-18,3892
Opportunity_38960,Account_38960,Qualification,2026-06-21,35914
Opportunity_38961,Account_38961,Closed Won,2026-10-23,99766
Opportunity_38962,Account_38962,Closed Lost,2026-06-23,2945
Opportunity_38963,Account_38963,Qualification,2026-06-21,35129
Opportunity_38964,Account_38964,Closed Won,2026-02-06,30446
Opportunity_38965,Account_38965,Negotiation/Review,2026-10-14,81776
Opportunity_38966,Account_38966,Closed Lost,2026-08-20,40220
Opportunity_38967,Account_38967,Closed Won,2026-10-05,58127
Opportunity_38968,Account_38968,Closed Lost,2026-07-22,79610
Opportunity_38969,Account_38969,Negotiation/Review,2026-07-27,21201
Opportunity_38970,Account_38970,Qualification,2026-03-08,2627
Opportunity_38971,Account_38971,Proposal/Price Quote,2026-07-16,65898
Opportunity_38972,Account_38972,Negotiation/Review,2025-12-04,36624
Opportunity_38973,Account_38973,Closed Won,2026-03-09,44874
Opportunity_38974,Account_38974,Closed Won,2026-07-24,47882
Opportunity_38975,Account_38975,Negotiation/Review,2026-06-07,72534
Opportunity_38976,Account_38976,Qualification,2026-03-22,7739
Opportunity_38977,Account_38977,Negotiation/Review,2026-03-24,11110
Opportunity_38978,Account_38978,Proposal/Price Quote,2026-08-16,24254
Opportunity_38979,Account_38979,Qualification,2026-06-13,96547
Opportunity_38980,Account_38980,Negotiation/Review,2026-12-01,4500
Opportunity_38981,Account_38981,Negotiation/Review,2026-01-09,4802
Opportunity_38982,Account_38982,Qualification,2026-07-12,99216
Opportunity_38983,Account_38983,Qualification,2026-05-21,85890
Opportunity_38984,Account_38984,Negotiation/Review,2026-04-22,60036
Opportunity_38985,Account_38985,Closed Won,2026-08-19,72501
Opportunity_38986,Account_38986,Negotiation/Review,2025-12-13,56651
Opportunity_38987,Account_38987,Closed Won,2026-04-05,28115
Opportunity_38988,Account_38988,Negotiation/Review,2026-09-24,14120
Opportunity_38989,Account_38989,Closed Won,2026-08-24,4774
Opportunity_38990,Account_38990,Negotiation/Review,2026-03-15,4965
Opportunity_38991,Account_38991,Negotiation/Review,2026-05-01,77673
Opportunity_38992,Account_38992,Qualification,2026-08-18,32075
Opportunity_38993,Account_38993,Negotiation/Review,2026-09-28,35286
Opportunity_38994,Account_38994,Qualification,2025-12-24,79353
Opportunity_38995,Account_38995,Closed Lost,2026-11-09,50797
Opportunity_38996,Account_38996,Negotiation/Review,2026-05-31,51433
Opportunity_38997,Account_38997,Proposal/Price Quote,2026-08-05,88259
Opportunity_38998,Account_38998,Closed Lost,2026-06-09,9534
Opportunity_38999,Account_38999,Negotiation/Review,2026-07-10,48950
Opportunity_39000,Account_39000,Closed Lost,2026-11-07,76390
Opportunity_39001,Account_39001,Closed Won,2026-02-16,78881
Opportunity_39002,Account_39002,Closed Lost,2026-02-14,22052
Opportunity_39003,Account_39003,Closed Lost,2026-10-17,22599
Opportunity_39004,Account_39004,Closed Won,2026-06-24,38802
Opportunity_39005,Account_39005,Proposal/Price Quote,2026-09-10,55606
Opportunity_39006,Account_39006,Closed Lost,2026-11-27,50458
Opportunity_39007,Account_39007,Qualification,2026-04-28,27978
Opportunity_39008,Account_39008,Proposal/Price Quote,2026-02-06,1178
Opportunity_39009,Account_39009,Closed Lost,2026-08-19,90182
Opportunity_39010,Account_39010,Closed Won,2025-12-28,34704
Opportunity_39011,Account_39011,Qualification,2026-03-26,26377
Opportunity_39012,Account_39012,Qualification,2026-03-09,23352
Opportunity_39013,Account_39013,Closed Lost,2026-10-28,67817
Opportunity_39014,Account_39014,Qualification,2026-08-17,81882
Opportunity_39015,Account_39015,Negotiation/Review,2026-04-07,47168
Opportunity_39016,Account_39016,Qualification,2025-12-27,29231
Opportunity_39017,Account_39017,Closed Lost,2026-05-13,75416
Opportunity_39018,Account_39018,Negotiation/Review,2026-09-28,64781
Opportunity_39019,Account_39019,Closed Won,2026-11-14,91922
Opportunity_39020,Account_39020,Negotiation/Review,2026-05-04,14399
Opportunity_39021,Account_39021,Closed Won,2026-08-21,62445
Opportunity_39022,Account_39022,Qualification,2026-07-21,10356
Opportunity_39023,Account_39023,Closed Won,2026-01-08,20760
Opportunity_39024,Account_39024,Qualification,2026-05-21,22123
Opportunity_39025,Account_39025,Negotiation/Review,2026-07-24,38265
